airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,class,price
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:55:00,905,2.0,No Info,Economy,17345
Vistara,2019-03-06,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,Economy,7414
Multiple carriers,2019-05-06,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,Economy,8073
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,16:45:00,1505,1.0,No Info,Economy,12395
Air India,2019-06-06,Kolkata,Banglore,09:25:00,21:50:00,745,1.0,No Info,Economy,8366
Air India,2019-04-03,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,Economy,5117
Multiple carriers,2019-06-03,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,Economy,12524
IndiGo,2019-05-15,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,Economy,7191
Vistara,2019-05-24,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,Economy,3687
IndiGo,2019-06-24,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,Economy,5894
Vistara,2019-04-24,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,Economy,5403
Air India,2019-05-06,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,Economy,3625
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,Economy,10861
IndiGo,2019-03-12,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,Economy,6297
Jet Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,Economy,5678
Jet Airways,2019-03-09,Banglore,New Delhi,05:45:00,08:15:00,1590,1.0,In-flight meal not included,Economy,9134
Multiple carriers,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,Economy,10791
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,Economy,12819
IndiGo,2019-03-21,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,Economy,6893
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0.0,No Info,Economy,7240
GoAir,2019-04-03,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,Economy,3898
IndiGo,2019-04-03,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,Economy,4049
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,Economy,10262
SpiceJet,2019-03-21,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,Economy,3332
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-03-24,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,Economy,7229
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No Info,Economy,13941
IndiGo,2019-06-27,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No Info,Economy,5894
Multiple carriers,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,Economy,10197
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1280,1.0,In-flight meal not included,Economy,13712
IndiGo,2019-06-24,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,Economy,5636
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,Economy,13014
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,Economy,7064
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,Economy,10703
Multiple carriers,2019-05-27,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,Economy,9646
Multiple carriers,2019-03-06,Delhi,Cochin,02:15:00,13:20:00,665,1.0,No Info,Economy,17057
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,No Info,Economy,13817
Air India,2019-03-06,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,Economy,13748
Air India,2019-04-21,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,Economy,4880
IndiGo,2019-06-21,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,Economy,3540
SpiceJet,2019-05-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,Economy,3257
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,Economy,6478
Jet Airways,2019-06-18,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,Economy,8040
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,12:35:00,995,2.0,No Info,Economy,14300
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No Info,Economy,14781
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,No Info,Economy,14939
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,Economy,10262
Air India,2019-05-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,Economy,6528
Air India,2019-05-01,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,Economy,6121
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,Economy,13029
Multiple carriers,2019-03-27,Delhi,Cochin,11:40:00,18:50:00,430,1.0,No Info,Economy,11421
Multiple carriers,2019-03-27,Delhi,Cochin,04:45:00,19:15:00,870,1.0,No Info,Economy,7574
Air India,2019-05-09,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,Economy,11596
Jet Airways,2019-05-24,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,Economy,15129
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,No Info,Economy,13555
IndiGo,2019-04-12,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,Economy,5780
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No Info,Economy,9397
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No Info,Economy,17024
GoAir,2019-06-27,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,Economy,5281
Multiple carriers,2019-05-18,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,Economy,10348
Air India,2019-03-06,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,Economy,12677
Multiple carriers,2019-03-03,Delhi,Cochin,15:25:00,01:35:00,610,1.0,No Info,Economy,15147
Vistara,2019-06-12,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,Economy,4668
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,Economy,15554
SpiceJet,2019-04-09,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,Economy,3971
Air India,2019-05-03,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,Economy,3100
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,In-flight meal not included,Economy,9663
Air India,2019-03-01,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,Economy,27430
IndiGo,2019-05-12,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,Economy,3540
Air India,2019-05-21,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,Economy,10676
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No Info,Economy,13044
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,No Info,Economy,14388
IndiGo,2019-06-24,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,Economy,3943
IndiGo,2019-06-03,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,Economy,3597
Air India,2019-03-21,Banglore,New Delhi,11:50:00,19:50:00,480,1.0,No Info,Economy,5932
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,Economy,10262
Vistara,2019-05-12,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,Economy,6216
IndiGo,2019-06-15,Kolkata,Banglore,20:25:00,23:10:00,165,0.0,No Info,Economy,4804
Multiple carriers,2019-05-21,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,Economy,14067
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,Economy,15129
Jet Airways,2019-06-06,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No Info,Economy,13376
Air India,2019-06-27,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,Economy,10441
Jet Airways,2019-05-24,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,Economy,4030
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1.0,No Info,Economy,17024
Multiple carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,Economy,13017
GoAir,2019-06-06,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,Economy,6686
IndiGo,2019-06-15,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,Economy,5636
IndiGo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,Economy,6442
Multiple carriers,2019-05-21,Delhi,Cochin,13:05:00,00:55:00,710,1.0,No Info,Economy,9486
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,23:35:00,1655,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-06-03,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,Economy,15318
Air India,2019-04-03,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,Economy,5117
IndiGo,2019-06-24,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,Economy,6147
Multiple carriers,2019-06-09,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,Economy,7005
SpiceJet,2019-04-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,Economy,3873
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2.0,In-flight meal not included,Economy,9270
GoAir,2019-06-27,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,Economy,3898
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,No Info,Economy,14781
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,Economy,8586
Air India,2019-05-09,Kolkata,Banglore,08:20:00,07:55:00,1415,2.0,No Info,Economy,10697
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,12:35:00,995,2.0,No Info,Economy,14300
IndiGo,2019-03-03,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,Economy,8855
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-03-06,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,No Info,Economy,17024
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,Economy,9314
IndiGo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,Economy,4777
Air India,2019-06-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,Economy,7662
IndiGo,2019-05-09,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,Economy,6442
SpiceJet,2019-06-12,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,Economy,5264
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,Economy,12898
Air India,2019-03-03,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,Economy,6092
SpiceJet,2019-05-21,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,Economy,3311
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,Economy,6540
IndiGo,2019-05-27,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,3419
Jet Airways,2019-04-03,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,Economy,5177
Air India,2019-04-18,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,Economy,8246
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,Economy,14676
Multiple carriers,2019-06-27,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,Economy,13587
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,Economy,9663
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,Economy,13044
IndiGo,2019-04-03,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,Economy,5073
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No Info,Economy,9345
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,In-flight meal not included,Economy,9663
Multiple carriers,2019-05-21,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,Economy,14277
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,Economy,10262
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,Economy,5678
Multiple carriers,2019-05-15,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,Economy,13727
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,Economy,9663
IndiGo,2019-05-12,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,Economy,3858
SpiceJet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,Economy,4812
IndiGo,2019-06-27,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,Economy,5775
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,In-flight meal not included,Economy,10539
IndiGo,2019-06-03,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,Economy,4804
Air Asia,2019-06-12,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
IndiGo,2019-03-03,Banglore,New Delhi,12:10:00,17:05:00,295,1.0,No Info,Economy,8738
Air India,2019-03-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,Economy,7165
IndiGo,2019-06-24,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,Economy,6412
Jet Airways,2019-06-27,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,Economy,8016
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,15:15:00,1120,1.0,In-flight meal not included,Economy,11087
SpiceJet,2019-06-27,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,Economy,3543
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No Info,Economy,12471
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,Economy,10262
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,Economy,4441
Multiple carriers,2019-03-27,Delhi,Cochin,07:05:00,15:30:00,505,1.0,No Info,Economy,12537
GoAir,2019-03-24,Kolkata,Banglore,22:25:00,07:40:00,555,1.0,No Info,Economy,10091
Air India,2019-06-03,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,Economy,6961
IndiGo,2019-04-24,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,Economy,5013
Air India,2019-05-18,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,Economy,6934
Multiple carriers,2019-06-03,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,Economy,10877
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,Economy,7229
IndiGo,2019-03-27,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,Economy,7048
Vistara,2019-06-27,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,Economy,4878
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,Economy,15129
IndiGo,2019-05-12,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,Economy,3943
SpiceJet,2019-06-06,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,Economy,5583
Multiple carriers,2019-06-06,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,Economy,9646
Multiple carriers,2019-06-03,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,Economy,7677
IndiGo,2019-06-01,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,Economy,6842
Jet Airways,2019-06-24,Mumbai,Hyderabad,08:45:00,10:15:00,90,0.0,In-flight meal not included,Economy,4995
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,Economy,9555
IndiGo,2019-06-01,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,4077
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,Economy,7229
Multiple carriers,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,Economy,12192
Air India,2019-04-12,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,Economy,5911
Air India,2019-06-12,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,Economy,8372
Jet Airways,2019-03-18,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,In-flight meal not included,Economy,4995
Multiple carriers,2019-05-09,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,Economy,14323
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,Economy,13014
Air India,2019-06-06,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,Economy,13591
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,18:50:00,2245,2.0,No Info,Economy,18799
IndiGo,2019-04-27,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,3943
SpiceJet,2019-05-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,Economy,1965
Jet Airways,2019-05-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,Economy,4995
Air India,2019-03-24,Kolkata,Banglore,16:50:00,18:30:00,1540,1.0,No Info,Economy,14641
Air India,2019-04-12,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,Economy,4460
Air India,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,Economy,10191
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,19:45:00,1050,1.0,In-flight meal not included,Economy,13843
IndiGo,2019-05-01,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,Economy,6349
Air Asia,2019-05-01,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,Economy,4409
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,19:45:00,1530,1.0,No Info,Economy,17024
Multiple carriers,2019-05-18,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,Economy,13727
IndiGo,2019-03-15,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,Economy,8855
Multiple carriers,2019-06-24,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,Economy,12524
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,20:20:00,520,1.0,No Info,Economy,13555
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,Economy,10844
Multiple carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,Economy,13587
SpiceJet,2019-06-12,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,Economy,3543
Vistara,2019-03-18,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,Economy,4842
IndiGo,2019-04-24,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,3943
Jet Airways,2019-06-09,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,Economy,10577
IndiGo,2019-05-15,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,Economy,6979
Vistara,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,Economy,11982
SpiceJet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,Economy,5264
Vistara,2019-03-03,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,Economy,8001
Air India,2019-06-01,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,Economy,10651
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,Economy,10844
Multiple carriers,2019-03-27,Delhi,Cochin,09:45:00,22:20:00,755,1.0,No Info,Economy,6601
Air India,2019-03-21,Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,Economy,6587
SpiceJet,2019-03-21,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No Info,Economy,3173
Air India,2019-05-09,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,Economy,5228
